reviews.text,reviews.rating,review_length,sentiment_polarity,exclamation_count,uppercase_word_count,user_review_count,sentiment_rating_mismatch,anomaly_score,is_anomaly
"Gift recipient was very happy with the TV itself. Excellent performance, as expected.Shipped a month after time of order though. For a gift, this was extremely late.",5.0,27,0.5666666666666667,0,1,63,0.21666666666666667,-0.05073359088620144,-1
Great picture. Intuitive setup. Smart Hub works with only minimal issues. Only problem I've had is fumble fingering the virtual keyboard.,5.0,21,0.18285714285714286,0,0,63,0.4085714285714286,-0.0517261776484883,-1
"This is my first time purchasing a Samsung television, and I am extremely pleased with it! It is a perfect television for watching sporting events and entertaining company. If you are looking for a smart television for a low price and great quality I definitely recommend this Samsung 50-inch LED SmartTv.When receiving this product the shipping was fast and was packaged well. The set-up was a simple and quick process. It took me about ten minutes to get it all set up. The accessibility of this television is one of its best qualities. It easily connects to Wi-Fi for the use of Netflix, YouTube, Hulu, and searching the web. It is also equipped with two HDMI outlets, which are very convenient. I found the smart television features to be quite easy to navigate.It has come in extremely useful when having company over for parties, because it is great for watching and listening to music videos. The sound quality of the speakers is excellent. No need for expensive portable speakers we just listen to it off the television! The LED lighting makes the brightness and color fantastic for a great overall picture quality. The clear picture is wonderful for watching football games and hosting movie nights.I believe the price is great for the value that you receive. Compared to most smart televisions this Samsung has excellent quality and is quite affordable. I would suggest this television for college students like myself who are looking for a nice television for a relatively low price. It is a perfect television for my roommates and me, and I can still afford my Ramen noodles.The only negative comment I would have about this purchase is the television stand. It has a two-leg base, so it does not seem as sturdy as what is shown in the advertisement. I saw this to only be a minor inconvenience that would not deter me from recommending this product. I would suggest using a wall mounting instead. With this being my first experience with Samsung, I will definitely be using their products in the future. I think this is a perfect television for young adults on a budget. The accessibility, quality, and price won this television a five star rating from me. Overall this was a great purchase, and I would highly recommend this product. It made a great addition to my living room!",5.0,395,0.3427678571428571,3,14,1,0.3286160714285714,-0.08077892948017062,-1
The size of TV works perfect for room we have put it in.,5.0,13,1.0,0,1,6,0.0,-0.010174310057773694,-1
"I'm so disappointed in this Samsung TV. I just got it today and set it up only to find out the Smart Hub where all the apps are accessed does not work. I called Samsung customer service about the issue and I was told by a representative that this particular model is faulty where users try to access the Smart Hub and nothing happens. The rep then proceeded to tell me that it is a known issue and their engineers are working on fixing it. So I asked how long the issue was known and the rep said for a week. He told me I can either return the TV to Amazon for a refund or wait until the engineers come up with a solution. So I asked him, why Amazon did not pull this particular model from their inventory and he said he could not comment on that. So I have concluded that either Amazon knew about the issue and still sold the product as advertised even though the smart features are missing (this is considered false advertising and illegal) or they didn't know and the fault lies with Samsung soley. On top of all of that The rep could not give me a time frame for when the issue would be fixed and there is a real possibility it can't be fixed. So now I have this basic tv that does none of the things I purchased it for. Lets just say I'm livid. Please people, save yourself the time, money, and frustration and do not buy this model!!",1.0,261,-0.0014880952380952484,2,11,1,0.2992559523809524,-0.008668398597757032,-1
PERFECT!!! My gf loves her surprise birthday gift which was this tv!! No issues at all with Electronic Express!! Great buy!! Great quality!!!,5.0,23,0.8666666666666667,12,1,1,0.06666666666666665,-0.024515954834806397,-1
Beautiful picture. Would buy the TV again if needed,5.0,9,0.85,0,1,8,0.07499999999999996,-0.007145424437824843,-1
"Do not buy this unit if you plan on standing it on a table with its flimsy, unstable legs. I had it on a table with my cable box. Bumped into the table and the television fell over onto the cable box and damaged the television's screen. Don't know why Samsung went away from the base stands that they use to have.",1.0,62,-0.8,0,1,1,0.10000000000000003,-0.008083611346112352,-1
"For the price I didn't expect much from these speakers, and when I got them they definitely exceeded my expectations. I have always been a fan of Yamaha audio equipment and when I was looking for a decent (cheap) set of 5.1 speakers for my Onkyo SR606 I came across this set and thought I'd give them a try. Much to my pleasure they work great! I am only using 3.1 right now but the sound is far superior to any pre-packaged HTS that I have looked at.PROS - Price, quality of build, sound qualityCONS - plastic casing/style (not the greatest for displaying around your house) This is a very minor con!",5.0,112,0.3276700680272108,2,9,7,0.33616496598639456,-0.010988799967306173,-1
"It took me weeks of research before I purchased this product. I liked the idea of the Yamaha name, but was concerned the quality would be less than optimal because the price was so low. While I am not an audiophile I like to have the best my limited money can buy. The 6 Ohm rating was a big hiccup for me as well, as 8 ohm is what all receiver ratings are calculated on. But after looking closely at the manual for my receiver I found it supported 6-16 Ohm speakers. So we were good there. My receiver, a Pioneer VSK-519 showed up before my speakers so I hooked it up to some Sony book shelf speakers to test it out. When the Yamaha speakers came I was only able to hook up three of the five speakers with the included speaker wire, so I used the Sony's as R and L. The Sony's put out noticeably more sound than the Yamaha's which was at first concerning to me. And once I got them out of the way I had to turn the receiver up higher to get the same output. I watch movies right around 50-52 when with the Sony speakers, I was quite happy at 40. I suspect this is related to the 82 db rating (and the only reason I give it 4 stars instead of 5). But turning the Amp up a little higher is not a big deal and the Receiver has been very happy in it's low ventilation area, and is in no danger of overheating.I also upgraded my speaker wire to 16 gauge and have not noticed a difference.Other thoughts, even though the Sub is a 100W amp, it only produces 50W of output, just like it says on the Manufacture site. So Amazon was a little misleading there. No big deal, because the Sub is quite adequate in my 1200 sqft house, it is everywhere, my poor wife.My Brother who spent well over 1000 on his surround sound (Mine: 100.Read more",4.0,340,0.21470814132104454,0,19,4,0.19264592933947777,-0.05120608398474524,-1
"Using this with a Sony BD player and Onkyo 5.1 amp linked via coax audio TV via HDMI. After all settings were completed, the action and big explosions sounded great. If you listen to movies using TV speakers, you don't know what you're missing.BUT I couldn't hear dialog. Checked all settings, and searched online forums. I tried to boost the dB for the center but still couldn't hear. Speakers are connected via Monster Cable instead of the flimsy speaker cable provided (so small the connectors won't even hold it). Then I used the test tone from the amp to find out the center channel speaker doesn't work. I'm using an existing bookshelf speaker for center for now.Otherwise, the bases sound fine and rest of the speakers seem more than powerful enough for my tiny home theater room. Watched Journey to the Center of the Earth in 3-D with 6-year old, and the combination 3-D video and 3-D audio were a winner with him.For a small room, with a decent amp and proper cables (do yourself a favor, and get at least 16-gauge) this set should work just fine for most movie lovers. Audiophiles should look elsewhere. And test all speakers before you throw out the packaging (as I did).UPDATE: after mentioning to Amazon the center channel was not working but I didn't want to pack everything up, they promptly shipped me a new set FOC - with pre-paid return as well. Next day. New center channel works great, and sound has greatly improved. Nicely done!UPDATE 02/17/2012 (3 years later): Have had absolutely no issues with this speaker set. I just purchased a new Onkyo receiver and was looking for additional speakers, because they have held up so well. My family enjoys watching movies and we use these at least 30 hours a week.Read more",5.0,304,0.15454545454545454,1,14,8,0.42272727272727273,-0.09157639717970734,-1
"Using this with a Sony BD player and Onkyo 5.1 amp linked via coax audio TV via HDMI. After all settings were completed, the action and big explosions sounded great. If you listen to movies using TV speakers, you don't know what you're missing.BUT I couldn't hear dialog. Checked all settings, and searched online forums. I tried to boost the dB for the center but still couldn't hear. Speakers are connected via Monster Cable instead of the flimsy speaker cable provided (so small the connectors won't even hold it). Then I used the test tone from the amp to find out the center channel speaker doesn't work. I'm using an existing bookshelf speaker for center for now.Otherwise, the bases sound fine and rest of the speakers seem more than powerful enough for my tiny home theater room. Watched Journey to the Center of the Earth in 3-D with 6-year old, and the combination 3-D video and 3-D audio were a winner with him.For a small room, with a decent amp and proper cables (do yourself a favor, and get at least 16-gauge) this set should work just fine for most movie lovers. Audiophiles should look elsewhere. And test all speakers before you throw out the packaging (as I did).UPDATE: after mentioning to Amazon the center channel was not working but I didn't want to pack everything up, they promptly shipped me a new set FOC - with pre-paid return as well. Next day. New center channel works great, and sound has greatly improved. Nicely done!UPDATE 02/17/2012 (3 years later): Have had absolutely no issues with this speaker set. I just purchased a new Onkyo receiver and was looking for additional speakers, because they have held up so well. My family enjoys watching movies and we use these at least 30 hours a week.Read more",5.0,304,0.15454545454545454,1,14,8,0.42272727272727273,-0.09157639717970734,-1
"For the price I didn't expect much from these speakers, and when I got them they definitely exceeded my expectations. I have always been a fan of Yamaha audio equipment and when I was looking for a decent (cheap) set of 5.1 speakers for my Onkyo SR606 I came across this set and thought I'd give them a try. Much to my pleasure they work great! I am only using 3.1 right now but the sound is far superior to any pre-packaged HTS that I have looked at.PROS - Price, quality of build, sound qualityCONS - plastic casing/style (not the greatest for displaying around your house) This is a very minor con!",5.0,112,0.3276700680272108,2,9,7,0.33616496598639456,-0.010988799967306173,-1
"Using this with a Sony BD player and Onkyo 5.1 amp linked via coax audio TV via HDMI. After all settings were completed, the action and big explosions sounded great. If you listen to movies using TV speakers, you don't know what you're missing.BUT I couldn't hear dialog. Checked all settings, and searched online forums. I tried to boost the dB for the center but still couldn't hear. Speakers are connected via Monster Cable instead of the flimsy speaker cable provided (so small the connectors won't even hold it). Then I used the test tone from the amp to find out the center channel speaker doesn't work. I'm using an existing bookshelf speaker for center for now.Otherwise, the bases sound fine and rest of the speakers seem more than powerful enough for my tiny home theater room. Watched Journey to the Center of the Earth in 3-D with 6-year old, and the combination 3-D video and 3-D audio were a winner with him.For a small room, with a decent amp and proper cables (do yourself a favor, and get at least 16-gauge) this set should work just fine for most movie lovers. Audiophiles should look elsewhere. And test all speakers before you throw out the packaging (as I did).UPDATE: after mentioning to Amazon the center channel was not working but I didn't want to pack everything up, they promptly shipped me a new set FOC - with pre-paid return as well. Next day. New center channel works great, and sound has greatly improved. Nicely done!UPDATE 02/17/2012 (3 years later): Have had absolutely no issues with this speaker set. I just purchased a new Onkyo receiver and was looking for additional speakers, because they have held up so well. My family enjoys watching movies and we use these at least 30 hours a week.Read more",5.0,304,0.15454545454545454,1,14,8,0.42272727272727273,-0.09157639717970734,-1
"Using this with a Sony BD player and Onkyo 5.1 amp linked via coax audio TV via HDMI. After all settings were completed, the action and big explosions sounded great. If you listen to movies using TV speakers, you don't know what you're missing.BUT I couldn't hear dialog. Checked all settings, and searched online forums. I tried to boost the dB for the center but still couldn't hear. Speakers are connected via Monster Cable instead of the flimsy speaker cable provided (so small the connectors won't even hold it). Then I used the test tone from the amp to find out the center channel speaker doesn't work. I'm using an existing bookshelf speaker for center for now.Otherwise, the bases sound fine and rest of the speakers seem more than powerful enough for my tiny home theater room. Watched Journey to the Center of the Earth in 3-D with 6-year old, and the combination 3-D video and 3-D audio were a winner with him.For a small room, with a decent amp and proper cables (do yourself a favor, and get at least 16-gauge) this set should work just fine for most movie lovers. Audiophiles should look elsewhere. And test all speakers before you throw out the packaging (as I did).UPDATE: after mentioning to Amazon the center channel was not working but I didn't want to pack everything up, they promptly shipped me a new set FOC - with pre-paid return as well. Next day. New center channel works great, and sound has greatly improved. Nicely done!UPDATE 02/17/2012 (3 years later): Have had absolutely no issues with this speaker set. I just purchased a new Onkyo receiver and was looking for additional speakers, because they have held up so well. My family enjoys watching movies and we use these at least 30 hours a week.Read more",5.0,304,0.15454545454545454,1,14,8,0.42272727272727273,-0.09157639717970734,-1
"Using this with a Sony BD player and Onkyo 5.1 amp linked via coax audio TV via HDMI. After all settings were completed, the action and big explosions sounded great. If you listen to movies using TV speakers, you don't know what you're missing.BUT I couldn't hear dialog. Checked all settings, and searched online forums. I tried to boost the dB for the center but still couldn't hear. Speakers are connected via Monster Cable instead of the flimsy speaker cable provided (so small the connectors won't even hold it). Then I used the test tone from the amp to find out the center channel speaker doesn't work. I'm using an existing bookshelf speaker for center for now.Otherwise, the bases sound fine and rest of the speakers seem more than powerful enough for my tiny home theater room. Watched Journey to the Center of the Earth in 3-D with 6-year old, and the combination 3-D video and 3-D audio were a winner with him.For a small room, with a decent amp and proper cables (do yourself a favor, and get at least 16-gauge) this set should work just fine for most movie lovers. Audiophiles should look elsewhere. And test all speakers before you throw out the packaging (as I did).UPDATE: after mentioning to Amazon the center channel was not working but I didn't want to pack everything up, they promptly shipped me a new set FOC - with pre-paid return as well. Next day. New center channel works great, and sound has greatly improved. Nicely done!UPDATE 02/17/2012 (3 years later): Have had absolutely no issues with this speaker set. I just purchased a new Onkyo receiver and was looking for additional speakers, because they have held up so well. My family enjoys watching movies and we use these at least 30 hours a week.Read more",,304,0.15454545454545454,1,14,8,,-0.09261634427970378,-1
"It took me weeks of research before I purchased this product. I liked the idea of the Yamaha name, but was concerned the quality would be less than optimal because the price was so low. While I am not an audiophile I like to have the best my limited money can buy. The 6 Ohm rating was a big hiccup for me as well, as 8 ohm is what all receiver ratings are calculated on. But after looking closely at the manual for my receiver I found it supported 6-16 Ohm speakers. So we were good there. My receiver, a Pioneer VSK-519 showed up before my speakers so I hooked it up to some Sony book shelf speakers to test it out. When the Yamaha speakers came I was only able to hook up three of the five speakers with the included speaker wire, so I used the Sony's as R and L. The Sony's put out noticeably more sound than the Yamaha's which was at first concerning to me. And once I got them out of the way I had to turn the receiver up higher to get the same output. I watch movies right around 50-52 when with the Sony speakers, I was quite happy at 40. I suspect this is related to the 82 db rating (and the only reason I give it 4 stars instead of 5). But turning the Amp up a little higher is not a big deal and the Receiver has been very happy in it's low ventilation area, and is in no danger of overheating.I also upgraded my speaker wire to 16 gauge and have not noticed a difference.Other thoughts, even though the Sub is a 100W amp, it only produces 50W of output, just like it says on the Manufacture site. So Amazon was a little misleading there. No big deal, because the Sub is quite adequate in my 1200 sqft house, it is everywhere, my poor wife.My Brother who spent well over 1000 on his surround sound (Mine: 100.Read more",,340,0.21470814132104454,0,19,4,,-0.06810981472324973,-1
"For the price I didn't expect much from these speakers, and when I got them they definitely exceeded my expectations. I have always been a fan of Yamaha audio equipment and when I was looking for a decent (cheap) set of 5.1 speakers for my Onkyo SR606 I came across this set and thought I'd give them a try. Much to my pleasure they work great! I am only using 3.1 right now but the sound is far superior to any pre-packaged HTS that I have looked at.PROS - Price, quality of build, sound qualityCONS - plastic casing/style (not the greatest for displaying around your house) This is a very minor con!",,112,0.3276700680272108,2,9,7,,-0.04263691095618083,-1
"Using this with a Sony BD player and Onkyo 5.1 amp linked via coax audio TV via HDMI. After all settings were completed, the action and big explosions sounded great. If you listen to movies using TV speakers, you don't know what you're missing.BUT I couldn't hear dialog. Checked all settings, and searched online forums. I tried to boost the dB for the center but still couldn't hear. Speakers are connected via Monster Cable instead of the flimsy speaker cable provided (so small the connectors won't even hold it). Then I used the test tone from the amp to find out the center channel speaker doesn't work. I'm using an existing bookshelf speaker for center for now.Otherwise, the bases sound fine and rest of the speakers seem more than powerful enough for my tiny home theater room. Watched Journey to the Center of the Earth in 3-D with 6-year old, and the combination 3-D video and 3-D audio were a winner with him.For a small room, with a decent amp and proper cables (do yourself a favor, and get at least 16-gauge) this set should work just fine for most movie lovers. Audiophiles should look elsewhere. And test all speakers before you throw out the packaging (as I did).UPDATE: after mentioning to Amazon the center channel was not working but I didn't want to pack everything up, they promptly shipped me a new set FOC - with pre-paid return as well. Next day. New center channel works great, and sound has greatly improved. Nicely done!UPDATE 02/17/2012 (3 years later): Have had absolutely no issues with this speaker set. I just purchased a new Onkyo receiver and was looking for additional speakers, because they have held up so well. My family enjoys watching movies and we use these at least 30 hours a week.Read more",,304,0.15454545454545454,1,14,8,,-0.09261634427970378,-1
"For the price I didn't expect much from these speakers, and when I got them they definitely exceeded my expectations. I have always been a fan of Yamaha audio equipment and when I was looking for a decent (cheap) set of 5.1 speakers for my Onkyo SR606 I came across this set and thought I'd give them a try. Much to my pleasure they work great! I am only using 3.1 right now but the sound is far superior to any pre-packaged HTS that I have looked at.PROS - Price, quality of build, sound qualityCONS - plastic casing/style (not the greatest for displaying around your house) This is a very minor con!",5.0,112,0.3276700680272108,2,9,7,0.33616496598639456,-0.010988799967306173,-1
"Using this with a Sony BD player and Onkyo 5.1 amp linked via coax audio TV via HDMI. After all settings were completed, the action and big explosions sounded great. If you listen to movies using TV speakers, you don't know what you're missing.BUT I couldn't hear dialog. Checked all settings, and searched online forums. I tried to boost the dB for the center but still couldn't hear. Speakers are connected via Monster Cable instead of the flimsy speaker cable provided (so small the connectors won't even hold it). Then I used the test tone from the amp to find out the center channel speaker doesn't work. I'm using an existing bookshelf speaker for center for now.Otherwise, the bases sound fine and rest of the speakers seem more than powerful enough for my tiny home theater room. Watched Journey to the Center of the Earth in 3-D with 6-year old, and the combination 3-D video and 3-D audio were a winner with him.For a small room, with a decent amp and proper cables (do yourself a favor, and get at least 16-gauge) this set should work just fine for most movie lovers. Audiophiles should look elsewhere. And test all speakers before you throw out the packaging (as I did).UPDATE: after mentioning to Amazon the center channel was not working but I didn't want to pack everything up, they promptly shipped me a new set FOC - with pre-paid return as well. Next day. New center channel works great, and sound has greatly improved. Nicely done!UPDATE 02/17/2012 (3 years later): Have had absolutely no issues with this speaker set. I just purchased a new Onkyo receiver and was looking for additional speakers, because they have held up so well. My family enjoys watching movies and we use these at least 30 hours a week.Read more",5.0,304,0.15454545454545454,1,14,8,0.42272727272727273,-0.09157639717970734,-1
"It took me weeks of research before I purchased this product. I liked the idea of the Yamaha name, but was concerned the quality would be less than optimal because the price was so low. While I am not an audiophile I like to have the best my limited money can buy. The 6 Ohm rating was a big hiccup for me as well, as 8 ohm is what all receiver ratings are calculated on. But after looking closely at the manual for my receiver I found it supported 6-16 Ohm speakers. So we were good there. My receiver, a Pioneer VSK-519 showed up before my speakers so I hooked it up to some Sony book shelf speakers to test it out. When the Yamaha speakers came I was only able to hook up three of the five speakers with the included speaker wire, so I used the Sony's as R and L. The Sony's put out noticeably more sound than the Yamaha's which was at first concerning to me. And once I got them out of the way I had to turn the receiver up higher to get the same output. I watch movies right around 50-52 when with the Sony speakers, I was quite happy at 40. I suspect this is related to the 82 db rating (and the only reason I give it 4 stars instead of 5). But turning the Amp up a little higher is not a big deal and the Receiver has been very happy in it's low ventilation area, and is in no danger of overheating.I also upgraded my speaker wire to 16 gauge and have not noticed a difference.Other thoughts, even though the Sub is a 100W amp, it only produces 50W of output, just like it says on the Manufacture site. So Amazon was a little misleading there. No big deal, because the Sub is quite adequate in my 1200 sqft house, it is everywhere, my poor wife.My Brother who spent well over 1000 on his surround sound (Mine: 100.Read more",,340,0.21470814132104454,0,19,4,,-0.06810981472324973,-1
"For the price I didn't expect much from these speakers, and when I got them they definitely exceeded my expectations. I have always been a fan of Yamaha audio equipment and when I was looking for a decent (cheap) set of 5.1 speakers for my Onkyo SR606 I came across this set and thought I'd give them a try. Much to my pleasure they work great! I am only using 3.1 right now but the sound is far superior to any pre-packaged HTS that I have looked at.PROS - Price, quality of build, sound qualityCONS - plastic casing/style (not the greatest for displaying around your house) This is a very minor con!",,112,0.3276700680272108,2,9,7,,-0.04263691095618083,-1
"For the price I didn't expect much from these speakers, and when I got them they definitely exceeded my expectations. I have always been a fan of Yamaha audio equipment and when I was looking for a decent (cheap) set of 5.1 speakers for my Onkyo SR606 I came across this set and thought I'd give them a try. Much to my pleasure they work great! I am only using 3.1 right now but the sound is far superior to any pre-packaged HTS that I have looked at.PROS - Price, quality of build, sound qualityCONS - plastic casing/style (not the greatest for displaying around your house) This is a very minor con!",5.0,112,0.3276700680272108,2,9,7,0.33616496598639456,-0.010988799967306173,-1
"For the price I didn't expect much from these speakers, and when I got them they definitely exceeded my expectations. I have always been a fan of Yamaha audio equipment and when I was looking for a decent (cheap) set of 5.1 speakers for my Onkyo SR606 I came across this set and thought I'd give them a try. Much to my pleasure they work great! I am only using 3.1 right now but the sound is far superior to any pre-packaged HTS that I have looked at.br /br /PROS - Price, quality of build, sound qualitybr /CONS - plastic casing/style (not the greatest for displaying around your house) This is a very minor con!",,115,0.3276700680272108,2,11,7,,-0.04878726206989259,-1
"Using this with a Sony BD player and Onkyo 5.1 amp linked via coax audio TV via HDMI. After all settings were completed, the action and big explosions sounded great. If you listen to movies using TV speakers, you don't know what you're missing.br /br /BUT I couldn't hear dialog. Checked all settings, and searched online forums. I tried to boost the dB for the center but still couldn't hear. Speakers are connected via Monster Cable instead of the flimsy speaker cable provided (so small the connectors won't even hold it). Then I used the test tone from the amp to find out the center channel speaker doesn't work. I'm using an existing bookshelf speaker for center for now.br /br /Otherwise, the bases sound fine and rest of the speakers seem more than powerful enough for my tiny home theater room. Watched Journey to the Center of the Earth in 3-D with 6-year old, and the combination 3-D video and 3-D audio were a winner with him.br /br /For a small room, with a decent amp and proper cables (do yourself a favor, and get at least 16-gauge) this set should work just fine for most movie lovers. Audiophiles should look elsewhere. And test all speakers before you throw out the packaging (as I did).br /br /UPDATE: after mentioning to Amazon the center channel was not working but I didn't want to pack everything up, they promptly shipped me a new set FOC - with pre-paid return as well. Next day. New center channel works great, and sound has greatly improved. Nicely done!br /br /UPDATE 02/17/2012 (3 years later): Have had absolutely no issues with this speaker set. I just purchased a new Onkyo receiver and was looking for additional speakers, because they have held up so well.Read more",,299,0.1679144385026738,1,17,8,,-0.09968118575713669,-1
"It took me weeks of research before I purchased this product. I liked the idea of the Yamaha name, but was concerned the quality would be less than optimal because the price was so low. While I am not an audiophile I like to have the best my limited money can buy. The 6 Ohm rating was a big hiccup for me as well, as 8 ohm is what all receiver ratings are calculated on. But after looking closely at the manual for my receiver I found it supported 6-16 Ohm speakers. So we were good there. My receiver, a Pioneer VSK-519 showed up before my speakers so I hooked it up to some Sony book shelf speakers to test it out. When the Yamaha speakers came I was only able to hook up three of the five speakers with the included speaker wire, so I used the Sony's as R and L. The Sony's put out noticeably more sound than the Yamaha's which was at first concerning to me. And once I got them out of the way I had to turn the receiver up higher to get the same output. I watch movies right around 50-52 when with the Sony speakers, I was quite happy at 40. I suspect this is related to the 82 db rating (and the only reason I give it 4 stars instead of 5). But turning the Amp up a little higher is not a big deal and the Receiver has been very happy in it's low ventilation area, and is in no danger of overheating.br /br /I also upgraded my speaker wire to 16 gauge and have not noticed a difference.br /br /Other thoughts, even though the Sub is a 100W amp, it only produces 50W of output, just like it says on the Manufacture site. So Amazon was a little misleading there. No big deal, because the Sub is quite adequate in my 1200 sqft house, it is everywhere, my poor wife.br /br /My Brother who spent well over 1000 on his surround sound (Mine: 100.Read more",,346,0.2040922619047619,0,20,4,,-0.06893701640559013,-1
have nothing to say about it!!it is really excellent!!!,5.0,9,1.0,5,0,1,0.0,-0.03571918135282992,-1
This unit really ROCKS!!! I got it . I installed it in the parking lot with the wiring kit and install kit. It has everything you can ask for. I added a pair of kicker 6x9s I the front doors of my Jeep. WOW!!! I am going to put one in my other two trucks... Sony ROCKS !!!!,5.0,58,0.05833333333333335,10,8,1,0.4708333333333333,-0.03222991428318345,-1
Very nice receiver!!!!!!,5.0,3,0.78,6,0,63,0.10999999999999999,-0.139786744487168,-1
Installed this new radio into my crownline and immediately saw a problem as it would turn itself on and off every minute or two. Confirmed with a voltage meter that it is getting a constant 12 volts but it you connect to blur tooth or plug in another device to the boat it causes the radio to fail. Acquired at Frys who would not replace the radio. I believe it may have a circuit that cuts off power if voltage move just a 10th of a volt. Poor design as other brands have never shown this problem.,1.0,97,-0.08143939393939394,0,1,63,0.259280303030303,-0.043479370403342155,-1
Sony did not let me down as usual. Sounds great and has all the options I was looking for.,5.0,19,0.1314814814814815,0,1,63,0.43425925925925923,-0.018607661721776414,-1
BT connections is the worst,1.0,5,-1.0,0,1,1,0.2,-0.004653655615757368,-1
"I bought this unit for my 2006 HD Road Glide as the original HD unit was hard to hear and the display went dark so could not see what adjustments I was making. After 3 days of working in some of the muggiest weather and going back and forth 20 miles one way to get tools clips and other crap as I have never installed a stereo on a bike before or stripped my bike down quite as far as this but wanted to make sure everything was as professional looking as possible. Also was really looking forward to thumb controlled Bluetooth music rather than aux plugin with no easy way to select music. So I get all finished up today and the plunkin faceplate does not catch (stuck on ejection of the faceplate). I did get it to finally catch and I really loved the sound and the bluetooth hookup made me a little giddy. Took it out for a spin and almost lost the faceplate on the very first bump. This unit arrived this way and I do not know if the problem is in the faceplate or the receiver as nothing looks broken off. This sucks as the whole grand total came out to 400.00 for the stereo, thumb control retainer and installation conversion kit (Dash and wire harness). So now I have to call to try and have this resolved.",2.0,234,0.033635265700483086,0,10,63,0.11681763285024149,-0.110180621246177,-1
"Installed in 97 Harley. The Bluetooth connects and works great with my iPhone. Volume level is good for 2-lane hwy and around town. Could stand a bit more wattage to overcome interstate wind noise (70mph and up). Overall, a great radio for the price.",4.0,44,0.5599999999999999,0,0,63,0.020000000000000018,-0.050973950074131635,-1
Great product!,5.0,2,0.8,1,0,63,0.09999999999999998,-0.05650365026385529,-1
Everything works as expected. Set up is very easy.,5.0,9,0.2316666666666667,0,0,63,0.38416666666666666,-0.03170627122445324,-1
Great,5.0,1,0.8,0,0,63,0.09999999999999998,-0.04206796036127236,-1
"UPDATE ... Bottom Line Up Front: DON'T BUY SONY MARINE PRODUCTS. Corrosion formed over two weeks on a brand new unit ... enough corrosion to void the manufactures warranty. I can only assume that the advertising on the anti-corrosion coating is EXTREMELY exaggerated or that this is a manufacturing defect (my contention with them). After this experience, I will not even CONSIDER a Sony marine ANYTHING. It is NOT manufactured correctly to handle use on water.This radio was a disappointment for a very specific reason: It failed within a month of first usage. Even worse, the warranty REPLACEMENT unit failed less than a month after installing it. The first unit's failure was the inability to leave demo mode, i.e. making it useless. The second unit's failure was more spectacular ... a blown fuse on the water leaving a nice toxic smoke behind the control panel. This was followed by the blowing of a replacement fuse back on shore when power was reapplied. Obviously, something in the unit has a major short -- the second fuse blew immediately, produced some arcing, and a nice puff of toxic smoke!Kudos to Sony on the first replacement process. No so good on this second replacement. At least it's under warranty (and I bought an Amazon extended warranty, too).When it worked, the sound was good with plenty of volume without distortion. Bluetooth with an iPhone worked fine but it was slightly cumbersome getting them paired. It was easy to read in the bright sunlight and fairly easy to operate. Tuning FM could be a challenge but once I got it going, it wasn't that difficult.If I were to do this over, I would NOT buy this radio. Instead, I would spend the additional money on a Sonichub 2 to work with my Lowrance unit and put a plate over the hole in my boat's dash.",1.0,310,0.06393325143325143,1,20,1,0.33196662571662566,-0.040712023294840805,-1
I hoping this radio cicuit board is water sealed like they said cicuit board is exposed to elements .,2.0,19,0.0,0,1,63,0.09999999999999998,-0.07486585961873271,-1
"I upgraded a previous Sony on my boat. It does the job, but be aware that the respective harnesses don't connect, so a lot of individual connectors...",5.0,27,0.020833333333333336,0,1,63,0.48958333333333337,-0.04793875168173589,-1
